mean_at_10k,mean_at_15k,mean_at_20k,mean_at_25k,mean_at_30k,mean_at_35k,mean_at_40k,mean_at_42_2k
12.3418124,12.35175938,12.34459992,12.32995555,12.3053283,12.27037194,12.23428467,12.2029009
