bib,age,5k_minutes,gender_F,gender_M,finish_minutes,avg_pace_to_5k
1,34,14.3,0,1,125.9,20.98
3,26,14.3,0,1,126.07,20.98
5,32,14.28,0,1,126.1,21.01
19,29,14.28,0,1,128.02,21.01
31,28,14.32,0,1,128.58,20.95
2,38,14.28,0,1,129.38,21.01
22,31,14.42,0,1,129.73,20.8
21,33,14.43,0,1,129.77,20.79
8,26,14.3,0,1,130.07,20.98
24,29,14.42,0,1,130.28,20.8
20,26,14.28,0,1,130.42,21.01
27,29,14.3,0,1,130.55,20.98
25,29,14.43,0,1,130.87,20.79
7,26,14.53,0,1,131.43,20.65
11,31,14.3,0,1,131.83,20.98
26,30,14.5,0,1,132.37,20.69
48,24,15.28,0,1,133.45,19.63
45,30,14.67,0,1,133.95,20.45
18,34,14.42,0,1,134.13,20.8
46,34,14.5,0,1,134.22,20.69
43,33,14.42,0,1,134.45,20.8
12,34,14.28,0,1,134.62,21.01
29,37,14.67,0,1,136.1,20.45
51,27,15.15,0,1,136.42,19.8
28,34,14.67,0,1,137.08,20.45
23,31,15.17,0,1,137.92,19.78
54,30,16.17,0,1,138.07,18.55
50,32,15.85,0,1,138.38,18.93
52,31,16.17,0,1,140.13,18.55
49,38,14.67,0,1,140.33,20.45
62,30,16.2,0,1,140.5,18.52
56,34,16.2,0,1,141.1,18.52
268,36,16.25,0,1,141.42,18.46
251,25,16.28,0,1,141.47,18.43
122,33,17.82,1,0,141.63,16.84
305,25,16.28,0,1,141.67,18.43
512,24,16.58,0,1,141.72,18.09
57,36,16.57,0,1,141.78,18.11
102,31,17.8,1,0,141.83,16.85
105,34,17.82,1,0,141.95,16.84
116,31,17.8,1,0,142.0,16.85
235,30,16.78,0,1,142.13,17.88
121,30,17.8,1,0,142.17,16.85
228,36,16.57,0,1,142.18,18.11
230,38,16.57,0,1,142.18,18.11
59,35,16.18,0,1,142.67,18.54
241,37,16.78,0,1,142.83,17.88
40,33,14.43,0,1,142.92,20.79
58,25,15.83,0,1,143.2,18.95
231,31,16.82,0,1,143.2,17.84
444,30,16.68,0,1,143.27,17.99
257,32,16.72,0,1,143.37,17.94
114,33,17.82,1,0,143.42,16.84
245,30,16.82,0,1,143.45,17.84
55,31,15.8,0,1,143.53,18.99
75,43,16.18,0,1,143.65,18.54
70,40,16.18,0,1,143.73,18.54
270,33,16.82,0,1,144.08,17.84
363,26,16.87,0,1,144.18,17.78
106,30,17.82,1,0,144.2,16.84
267,32,16.62,0,1,144.23,18.05
253,33,16.87,0,1,144.33,17.78
110,27,17.82,1,0,144.5,16.84
113,34,17.82,1,0,144.55,16.84
107,28,17.8,1,0,144.57,16.85
129,34,17.82,1,0,144.62,16.84
104,29,17.82,1,0,144.73,16.84
308,25,16.82,0,1,144.77,17.84
119,34,17.83,1,0,144.82,16.83
588,27,17.33,0,1,144.83,17.31
125,35,17.83,1,0,144.85,16.83
120,29,17.82,1,0,144.97,16.84
111,27,17.82,1,0,145.12,16.84
485,24,16.45,0,1,145.18,18.24
323,29,16.92,0,1,145.2,17.73
311,29,17.05,0,1,145.53,17.6
347,31,17.28,0,1,145.67,17.36
391,25,17.0,0,1,145.78,17.65
115,40,17.83,1,0,145.8,16.83
296,23,16.95,0,1,145.93,17.7
989,22,17.05,0,1,146.02,17.6
299,29,17.02,0,1,146.03,17.63
42,44,15.3,0,1,146.05,19.61
74,42,16.2,0,1,146.12,18.52
283,27,16.55,0,1,146.22,18.13
291,30,17.02,0,1,146.3,17.63
242,27,16.58,0,1,146.42,18.09
293,29,16.8,0,1,146.65,17.86
316,24,16.25,0,1,146.75,18.46
266,30,17.25,0,1,146.77,17.39
335,24,16.57,0,1,146.8,18.11
429,41,17.35,0,1,146.85,17.29
376,22,16.97,0,1,146.92,17.68
294,34,17.07,0,1,146.97,17.57
4330,25,17.72,0,1,147.05,16.93
108,39,17.82,1,0,147.3,16.84
483,39,17.3,0,1,147.42,17.34
271,40,16.78,0,1,147.48,17.88
1043,30,17.23,0,1,147.52,17.41
304,26,15.82,0,1,147.68,18.96
286,26,16.95,0,1,147.75,17.7
380,31,16.97,0,1,147.77,17.68
274,43,17.18,0,1,147.83,17.46
318,31,16.32,0,1,147.98,18.38
349,24,16.92,0,1,148.07,17.73
79,40,16.28,0,1,148.08,18.43
571,24,17.02,0,1,148.1,17.63
295,24,16.88,0,1,148.18,17.77
998,25,17.37,0,1,148.2,17.27
117,28,17.83,1,0,148.2,16.83
365,25,17.87,0,1,148.3,16.79
521,26,16.77,0,1,148.38,17.89
325,26,17.55,0,1,148.42,17.09
489,25,17.02,0,1,148.48,17.63
419,26,17.72,0,1,148.48,16.93
604,30,16.83,0,1,148.63,17.83
375,33,17.72,0,1,148.65,16.93
73,45,16.6,0,1,148.67,18.07
317,29,16.85,0,1,148.75,17.8
126,26,17.83,1,0,148.75,16.83
78,41,16.28,0,1,148.97,18.43
1770,27,17.72,0,1,149.17,16.93
382,24,17.87,0,1,149.18,16.79
236,28,16.83,0,1,149.18,17.83
337,43,16.93,0,1,149.23,17.72
3097,23,18.05,0,1,149.38,16.62
1712,39,17.23,0,1,149.4,17.41
297,41,17.38,0,1,149.42,17.26
366,36,17.07,0,1,149.45,17.57
709,32,16.85,0,1,149.47,17.8
387,32,17.58,0,1,149.52,17.06
507,33,16.83,0,1,149.55,17.83
352,26,17.52,0,1,149.55,17.12
3165,23,17.83,0,1,149.55,16.83
621,27,17.45,0,1,149.67,17.19
47,37,16.28,0,1,149.8,18.43
285,29,17.42,0,1,149.8,17.22
237,36,17.12,0,1,149.85,17.52
229,26,17.47,0,1,149.87,17.17
367,33,17.08,0,1,150.0,17.56
76,40,16.28,0,1,150.03,18.43
65,37,15.98,0,1,150.12,18.77
876,23,16.97,0,1,150.18,17.68
118,36,17.83,1,0,150.23,16.83
246,35,16.82,0,1,150.28,17.84
420,26,16.98,0,1,150.33,17.67
281,34,17.13,0,1,150.37,17.51
425,27,17.37,0,1,150.38,17.27
348,35,17.7,0,1,150.4,16.95
577,24,17.22,0,1,150.42,17.42
688,24,18.22,0,1,150.43,16.47
269,35,17.05,0,1,150.45,17.6
497,38,18.05,0,1,150.45,16.62
1208,33,17.87,0,1,150.48,16.79
1267,31,17.72,0,1,150.55,16.93
520,48,18.13,0,1,150.62,16.55
496,40,17.8,0,1,150.63,16.85
313,27,17.35,0,1,150.67,17.29
409,29,17.6,0,1,150.7,17.05
985,31,17.68,0,1,150.7,16.97
309,33,17.68,0,1,150.75,16.97
617,26,17.9,1,0,150.87,16.76
499,35,17.58,0,1,150.92,17.06
723,30,18.13,0,1,150.95,16.55
243,27,16.82,0,1,150.98,17.84
817,30,17.4,0,1,150.98,17.24
487,30,17.02,0,1,151.05,17.63
431,23,18.03,0,1,151.08,16.64
370,31,18.13,0,1,151.08,16.55
142,31,17.9,1,0,151.13,16.76
2432,28,18.17,0,1,151.18,16.51
357,46,17.53,0,1,151.25,17.11
385,42,17.4,0,1,151.28,17.24
315,35,17.83,0,1,151.28,16.83
401,22,17.73,0,1,151.3,16.92
130,27,17.85,1,0,151.32,16.81
1429,26,17.48,0,1,151.38,17.16
478,20,18.03,0,1,151.4,16.64
1223,27,17.6,0,1,151.48,17.05
151,29,17.88,1,0,151.53,16.78
466,33,18.95,0,1,151.57,15.83
416,41,17.72,0,1,151.58,16.93
422,31,17.72,0,1,151.58,16.93
563,28,17.65,0,1,151.6,17.0
949,26,17.5,0,1,151.62,17.14
411,27,17.57,0,1,151.67,17.07
626,23,17.95,0,1,151.68,16.71
561,26,17.6,0,1,151.7,17.05
381,28,16.7,0,1,151.75,17.96
430,25,17.75,0,1,151.75,16.9
1332,25,16.85,0,1,151.75,17.8
592,28,17.87,0,1,151.83,16.79
546,25,18.02,0,1,151.85,16.65
648,24,17.55,0,1,151.9,17.09
660,30,17.63,0,1,151.93,17.02
739,24,18.35,0,1,151.93,16.35
276,35,17.02,0,1,151.97,17.63
1704,25,18.43,0,1,151.97,16.28
532,28,17.95,0,1,151.98,16.71
408,29,16.9,0,1,152.0,17.75
418,38,18.03,0,1,152.02,16.64
371,27,17.52,0,1,152.02,17.12
383,34,18.05,0,1,152.05,16.62
715,32,17.47,0,1,152.1,17.17
611,29,17.62,0,1,152.12,17.03
264,24,17.27,0,1,152.15,17.37
374,32,17.28,0,1,152.18,17.36
736,34,17.72,0,1,152.18,16.93
748,26,17.67,0,1,152.23,16.98
463,25,16.73,0,1,152.23,17.93
514,27,17.83,0,1,152.27,16.83
1140,28,17.92,0,1,152.38,16.74
329,31,17.57,0,1,152.4,17.07
258,27,16.45,0,1,152.45,18.24
322,33,17.25,0,1,152.47,17.39
674,28,18.07,0,1,152.47,16.6
566,37,17.7,0,1,152.47,16.95
384,28,17.4,0,1,152.5,17.24
1252,31,17.95,0,1,152.53,16.71
536,28,16.48,0,1,152.55,18.2
289,42,17.35,0,1,152.63,17.29
378,31,17.68,0,1,152.68,16.97
131,35,17.8,1,0,152.77,16.85
939,29,17.5,0,1,152.9,17.14
344,27,17.5,0,1,152.9,17.14
1245,36,18.03,0,1,152.95,16.64
712,24,17.67,0,1,152.95,16.98
275,34,16.77,0,1,152.98,17.89
341,45,17.6,0,1,152.98,17.05
619,27,18.03,0,1,153.0,16.64
1678,39,18.08,0,1,153.02,16.59
666,31,17.95,0,1,153.02,16.71
394,26,17.37,0,1,153.05,17.27
952,26,17.58,0,1,153.07,17.06
448,40,17.22,0,1,153.15,17.42
552,30,18.9,0,1,153.18,15.87
878,33,18.0,0,1,153.2,16.67
636,26,18.4,0,1,153.2,16.3
679,28,18.12,0,1,153.23,16.56
622,40,18.37,0,1,153.27,16.33
600,29,17.72,0,1,153.3,16.93
1352,30,18.55,0,1,153.38,16.17
460,31,17.62,0,1,153.4,17.03
410,36,17.58,0,1,153.42,17.06
414,31,17.63,0,1,153.45,17.02
1549,26,17.67,0,1,153.48,16.98
722,50,17.0,0,1,153.5,17.65
339,32,17.28,0,1,153.52,17.36
877,27,17.55,0,1,153.6,17.09
835,23,18.38,0,1,153.62,16.32
310,31,17.87,0,1,153.62,16.79
400,25,17.63,0,1,153.65,17.02
1153,31,18.22,0,1,153.65,16.47
1298,32,18.0,0,1,153.67,16.67
445,35,17.95,0,1,153.7,16.71
1007,25,18.07,0,1,153.72,16.6
332,29,17.05,0,1,153.73,17.6
423,31,18.12,0,1,153.77,16.56
960,25,18.12,0,1,153.78,16.56
123,27,17.85,1,0,153.88,16.81
333,34,17.37,0,1,153.93,17.27
7220,38,18.38,0,1,153.95,16.32
133,28,17.88,1,0,153.95,16.78
624,28,17.75,0,1,153.97,16.9
509,42,17.03,0,1,153.98,17.62
899,28,18.23,0,1,154.0,16.46
373,27,16.95,0,1,154.08,17.7
2261,30,18.38,0,1,154.1,16.32
553,51,18.1,0,1,154.12,16.57
1354,40,18.2,0,1,154.15,16.48
451,33,18.05,0,1,154.15,16.62
462,26,17.28,0,1,154.15,17.36
528,29,18.05,0,1,154.17,16.62
307,26,17.58,0,1,154.2,17.06
777,25,18.43,0,1,154.2,16.28
539,26,16.93,0,1,154.22,17.72
1595,40,18.62,0,1,154.23,16.11
1135,41,18.68,0,1,154.25,16.06
2070,26,18.6,0,1,154.25,16.13
5374,41,17.8,0,1,154.27,16.85
461,53,18.22,0,1,154.28,16.47
303,35,16.73,0,1,154.3,17.93
535,31,17.77,0,1,154.32,16.88
421,38,18.33,0,1,154.33,16.37
893,28,18.02,0,1,154.35,16.65
691,36,18.3,0,1,154.35,16.39
1597,26,18.45,0,1,154.37,16.26
555,40,18.35,0,1,154.38,16.35
861,27,17.3,0,1,154.38,17.34
4242,35,17.9,0,1,154.38,16.76
687,36,17.48,0,1,154.4,17.16
871,33,18.8,0,1,154.43,15.96
1860,23,18.05,0,1,154.45,16.62
711,25,18.2,0,1,154.45,16.48
784,25,18.42,0,1,154.48,16.29
542,46,17.83,0,1,154.5,16.83
149,27,18.28,1,0,154.5,16.41
226,38,16.98,0,1,154.57,17.67
124,34,17.82,1,0,154.58,16.84
1637,32,18.17,0,1,154.62,16.51
911,26,18.15,0,1,154.62,16.53
101,43,17.83,1,0,154.67,16.83
670,32,18.05,0,1,154.7,16.62
1662,19,17.82,0,1,154.72,16.84
2807,22,18.12,0,1,154.75,16.56
572,41,17.03,0,1,154.75,17.62
2598,31,18.48,0,1,154.77,16.23
503,38,18.78,0,1,154.82,15.97
832,30,18.15,0,1,154.98,16.53
830,28,18.22,0,1,154.98,16.47
813,38,17.7,0,1,155.0,16.95
995,25,17.67,0,1,155.02,16.98
412,26,16.88,0,1,155.03,17.77
669,23,18.52,0,1,155.05,16.2
312,36,18.03,0,1,155.07,16.64
860,30,18.08,0,1,155.13,16.59
428,35,17.4,0,1,155.13,17.24
1525,32,17.97,0,1,155.15,16.69
390,35,17.88,0,1,155.17,16.78
2004,23,19.2,0,1,155.17,15.62
1556,39,17.32,0,1,155.18,17.32
29291,24,18.8,0,1,155.22,15.96
355,31,18.75,0,1,155.25,16.0
525,29,18.23,0,1,155.27,16.46
581,24,18.23,0,1,155.27,16.46
2471,30,18.55,0,1,155.27,16.17
1257,21,18.13,0,1,155.32,16.55
635,26,18.25,0,1,155.33,16.44
1070,25,19.05,0,1,155.33,15.75
2416,25,18.87,0,1,155.33,15.9
248,30,17.52,0,1,155.38,17.12
112,24,17.8,1,0,155.42,16.85
2638,37,18.22,0,1,155.42,16.47
476,29,17.42,0,1,155.42,17.22
919,35,18.2,0,1,155.42,16.48
340,27,18.28,0,1,155.42,16.41
1130,23,18.8,0,1,155.45,15.96
1385,26,18.08,0,1,155.45,16.59
415,29,17.63,0,1,155.47,17.02
492,28,17.9,0,1,155.47,16.76
1690,39,18.42,0,1,155.48,16.29
2553,38,18.02,0,1,155.48,16.65
30208,26,18.37,0,1,155.48,16.33
2100,24,16.65,0,1,155.5,18.02
1176,26,18.42,0,1,155.5,16.29
459,26,18.38,0,1,155.52,16.32
996,24,18.45,0,1,155.52,16.26
645,33,18.38,0,1,155.53,16.32
554,23,17.32,0,1,155.55,17.32
943,34,18.38,0,1,155.55,16.32
402,30,17.55,0,1,155.57,17.09
797,32,17.87,0,1,155.57,16.79
508,35,18.22,0,1,155.57,16.47
728,31,18.63,0,1,155.63,16.1
506,25,17.52,0,1,155.63,17.12
775,46,17.95,0,1,155.63,16.71
440,19,17.02,0,1,155.65,17.63
846,24,17.98,0,1,155.67,16.69
1056,42,18.2,0,1,155.67,16.48
372,32,17.32,0,1,155.72,17.32
3938,37,19.23,0,1,155.8,15.6
452,26,17.93,0,1,155.82,16.73
280,32,17.6,0,1,155.82,17.05
457,34,18.48,0,1,155.83,16.23
637,35,18.4,0,1,155.83,16.3
343,30,18.42,0,1,155.85,16.29
1416,27,18.6,0,1,155.85,16.13
1126,35,18.43,0,1,155.87,16.28
628,24,18.12,0,1,155.9,16.56
1283,24,17.95,0,1,155.92,16.71
703,37,18.18,0,1,155.95,16.5
526,30,18.53,0,1,155.98,16.19
879,40,18.23,0,1,156.0,16.46
1139,28,18.67,0,1,156.03,16.07
875,26,17.32,0,1,156.05,17.32
696,28,18.27,0,1,156.07,16.42
1166,29,18.72,0,1,156.08,16.03
368,34,17.03,0,1,156.1,17.62
1626,25,18.35,0,1,156.15,16.35
1119,44,18.17,0,1,156.17,16.51
1238,21,17.5,0,1,156.2,17.14
1636,27,18.85,0,1,156.2,15.92
605,36,18.3,0,1,156.23,16.39
156,24,18.25,1,0,156.23,16.44
1012,37,18.53,0,1,156.32,16.19
262,28,17.93,0,1,156.35,16.73
3555,36,18.77,0,1,156.37,15.98
7344,28,18.62,1,0,156.37,16.11
464,26,17.17,0,1,156.37,17.47
1197,31,18.62,0,1,156.42,16.11
2403,29,19.13,0,1,156.43,15.68
439,38,18.13,0,1,156.45,16.55
1956,24,18.8,0,1,156.45,15.96
1042,33,18.98,0,1,156.47,15.81
944,27,18.17,0,1,156.55,16.51
1022,39,18.55,0,1,156.55,16.17
447,42,17.57,0,1,156.55,17.07
971,32,18.15,0,1,156.55,16.53
1875,32,18.65,0,1,156.55,16.09
2344,23,18.0,0,1,156.6,16.67
603,38,18.23,0,1,156.62,16.46
862,29,18.23,0,1,156.62,16.46
1557,31,18.28,0,1,156.63,16.41
641,46,18.32,0,1,156.65,16.38
319,38,17.42,0,1,156.68,17.22
523,37,18.08,0,1,156.72,16.59
490,29,18.25,0,1,156.75,16.44
884,34,18.53,0,1,156.8,16.19
908,31,18.55,0,1,156.82,16.17
548,31,17.63,0,1,156.83,17.02
570,26,18.02,0,1,156.83,16.65
2240,22,18.43,0,1,156.85,16.28
1051,41,19.4,0,1,156.87,15.46
1281,31,18.55,0,1,156.87,16.17
2343,34,19.1,0,1,156.93,15.71
938,24,16.93,0,1,156.97,17.72
978,39,18.02,0,1,156.97,16.65
510,36,18.57,0,1,156.98,16.16
1091,36,18.18,0,1,157.0,16.5
2374,26,18.92,0,1,157.02,15.86
568,36,17.62,0,1,157.02,17.03
851,44,18.6,0,1,157.08,16.13
673,35,18.4,0,1,157.08,16.3
853,36,18.38,0,1,157.13,16.32
2412,33,19.13,0,1,157.13,15.68
331,28,17.62,0,1,157.22,17.03
498,32,18.45,0,1,157.25,16.26
500,22,17.65,0,1,157.25,17.0
724,31,18.55,0,1,157.28,16.17
590,24,18.05,0,1,157.28,16.62
1123,32,18.4,0,1,157.28,16.3
659,28,18.05,0,1,157.3,16.62
781,46,18.32,0,1,157.3,16.38
668,47,18.13,0,1,157.32,16.55
650,33,18.17,0,1,157.32,16.51
772,44,17.28,0,1,157.33,17.36
1133,27,18.03,0,1,157.35,16.64
324,33,17.57,0,1,157.35,17.07
2877,34,18.13,0,1,157.4,16.55
1249,38,18.28,0,1,157.42,16.41
1164,35,18.2,0,1,157.42,16.48
1001,22,18.45,0,1,157.43,16.26
602,44,18.58,0,1,157.47,16.15
413,34,17.05,0,1,157.5,17.6
1326,32,18.97,0,1,157.5,15.81
326,27,17.9,0,1,157.52,16.76
1039,39,18.05,0,1,157.52,16.62
770,33,17.57,0,1,157.55,17.07
1237,40,18.75,0,1,157.57,16.0
906,32,18.68,0,1,157.58,16.06
31009,35,18.82,0,1,157.6,15.94
1059,37,18.3,0,1,157.62,16.39
661,40,17.8,0,1,157.63,16.85
239,23,17.27,0,1,157.65,17.37
598,39,18.75,0,1,157.73,16.0
1547,34,18.72,0,1,157.73,16.03
3500,27,17.37,0,1,157.75,17.27
534,29,19.03,0,1,157.78,15.76
1104,27,17.28,0,1,157.78,17.36
814,41,18.58,0,1,157.78,16.15
809,37,19.0,0,1,157.78,15.79
2802,33,18.85,0,1,157.83,15.92
359,35,18.27,0,1,157.85,16.42
789,34,17.55,0,1,157.85,17.09
529,43,17.83,0,1,157.87,16.83
962,45,18.3,0,1,157.87,16.39
686,31,18.83,0,1,157.88,15.93
974,42,18.4,0,1,157.88,16.3
994,32,18.27,0,1,157.9,16.42
467,37,17.88,0,1,157.93,16.78
1910,29,18.22,0,1,157.93,16.47
591,22,18.12,0,1,157.95,16.56
522,30,19.05,0,1,157.97,15.75
1057,31,18.92,0,1,157.98,15.86
1512,29,18.87,0,1,158.03,15.9
729,43,18.42,0,1,158.03,16.29
399,37,18.37,0,1,158.03,16.33
1485,31,19.02,0,1,158.08,15.77
515,36,17.45,0,1,158.1,17.19
4048,22,19.85,0,1,158.1,15.11
1414,33,18.77,0,1,158.1,15.98
4449,28,19.08,0,1,158.12,15.72
937,43,18.28,0,1,158.12,16.41
1242,30,18.47,0,1,158.13,16.24
320,40,17.78,0,1,158.13,16.87
816,30,18.0,0,1,158.15,16.67
914,30,18.17,0,1,158.17,16.51
894,32,18.4,0,1,158.17,16.3
676,47,18.05,0,1,158.17,16.62
1173,41,17.73,0,1,158.17,16.92
1668,29,18.93,0,1,158.2,15.85
1305,35,18.38,0,1,158.22,16.32
433,46,18.33,0,1,158.22,16.37
1713,33,19.07,0,1,158.23,15.73
482,39,18.48,0,1,158.23,16.23
1744,25,18.63,0,1,158.25,16.1
397,29,19.17,0,1,158.25,15.65
1583,28,18.32,0,1,158.25,16.38
854,28,18.58,0,1,158.32,16.15
354,23,18.22,0,1,158.33,16.47
1899,40,18.63,0,1,158.33,16.1
987,37,18.32,0,1,158.38,16.38
171,30,18.3,1,0,158.38,16.39
1195,24,17.37,0,1,158.4,17.27
746,38,17.92,0,1,158.42,16.74
615,32,18.38,0,1,158.42,16.32
1436,37,19.45,0,1,158.42,15.42
249,37,18.92,0,1,158.45,15.86
680,40,18.82,0,1,158.45,15.94
895,33,18.08,0,1,158.45,16.59
926,41,18.6,0,1,158.47,16.13
684,26,17.68,0,1,158.47,16.97
438,38,18.35,0,1,158.48,16.35
488,24,19.35,0,1,158.48,15.5
972,27,18.73,0,1,158.48,16.02
3616,29,18.67,0,1,158.5,16.07
980,34,18.2,0,1,158.52,16.48
469,23,16.8,0,1,158.53,17.86
2050,26,19.2,1,0,158.55,15.62
5540,26,18.83,0,1,158.6,15.93
435,23,18.87,0,1,158.63,15.9
443,31,18.3,0,1,158.63,16.39
2415,37,18.9,0,1,158.63,15.87
836,40,18.6,0,1,158.65,16.13
1731,34,18.67,0,1,158.65,16.07
719,40,18.12,0,1,158.65,16.56
1494,37,18.87,0,1,158.67,15.9
811,42,18.42,0,1,158.68,16.29
150,29,17.88,1,0,158.68,16.78
803,27,18.73,0,1,158.68,16.02
1144,32,19.0,0,1,158.7,15.79
1060,28,18.68,0,1,158.75,16.06
406,34,17.3,0,1,158.75,17.34
1960,26,18.78,0,1,158.75,15.97
1375,28,19.5,0,1,158.77,15.38
1891,26,18.13,0,1,158.78,16.55
1790,31,18.87,0,1,158.8,15.9
618,33,18.77,0,1,158.82,15.98
544,50,18.85,0,1,158.83,15.92
667,20,18.43,0,1,158.83,16.28
1660,36,19.03,0,1,158.83,15.76
1078,24,18.42,0,1,158.88,16.29
931,30,18.43,0,1,158.88,16.28
1349,34,18.67,0,1,158.88,16.07
644,25,19.05,0,1,158.88,15.75
785,26,17.97,0,1,158.9,16.69
1016,40,18.9,0,1,158.93,15.87
720,42,18.37,0,1,158.93,16.33
471,50,17.83,0,1,158.95,16.83
256,37,17.67,0,1,158.95,16.98
824,46,17.93,0,1,158.97,16.73
1006,27,17.77,0,1,158.97,16.88
701,22,17.88,0,1,158.98,16.78
776,45,18.4,0,1,158.98,16.3
1455,46,18.95,0,1,159.02,15.83
1699,26,18.45,0,1,159.02,16.26
793,23,18.02,0,1,159.03,16.65
892,39,18.85,0,1,159.05,15.92
1226,28,18.72,0,1,159.08,16.03
1895,36,18.6,0,1,159.08,16.13
678,45,18.2,0,1,159.08,16.48
369,29,18.38,0,1,159.1,16.32
1102,27,18.53,0,1,159.12,16.19
1816,24,18.15,0,1,159.15,16.53
60,30,16.2,0,1,159.17,18.52
473,30,18.73,0,1,159.17,16.02
942,51,18.45,0,1,159.18,16.26
1315,38,18.97,0,1,159.18,15.81
718,26,18.53,0,1,159.2,16.19
658,31,18.77,0,1,159.25,15.98
1456,43,18.5,0,1,159.27,16.22
1571,24,19.3,0,1,159.32,15.54
1229,42,18.77,0,1,159.33,15.98
790,49,18.7,0,1,159.4,16.04
5956,32,19.3,0,1,159.43,15.54
1127,43,18.77,0,1,159.43,15.98
1914,34,18.78,0,1,159.43,15.97
1855,30,18.32,0,1,159.45,16.38
2913,30,20.1,0,1,159.47,14.93
838,33,18.78,0,1,159.48,15.97
975,39,18.65,0,1,159.48,16.09
1084,27,18.88,0,1,159.5,15.89
750,30,19.43,0,1,159.53,15.44
1548,33,19.12,0,1,159.53,15.69
812,36,18.02,0,1,159.55,16.65
1134,39,19.1,0,1,159.58,15.71
1801,31,18.5,0,1,159.63,16.22
782,34,18.15,0,1,159.63,16.53
67,30,17.43,0,1,159.65,17.21
2634,21,18.92,0,1,159.68,15.86
945,24,19.4,0,1,159.68,15.46
3819,29,19.45,0,1,159.75,15.42
747,39,18.13,0,1,159.75,16.55
1279,34,18.98,0,1,159.77,15.81
1175,26,18.77,0,1,159.8,15.98
1854,37,18.87,0,1,159.83,15.9
2252,24,19.38,0,1,159.83,15.48
953,52,18.12,0,1,159.83,16.56
740,40,18.98,0,1,159.88,15.81
1695,27,18.97,0,1,159.88,15.81
284,32,16.72,0,1,159.88,17.94
1303,41,18.9,0,1,159.92,15.87
1716,21,19.25,0,1,159.93,15.58
2800,26,18.82,0,1,159.98,15.94
1721,33,18.77,0,1,160.02,15.98
4254,37,19.13,0,1,160.02,15.68
1516,44,19.43,0,1,160.03,15.44
697,23,18.6,0,1,160.05,16.13
699,46,18.65,0,1,160.05,16.09
2756,33,19.37,0,1,160.07,15.49
1171,32,19.07,0,1,160.08,15.73
3493,41,19.08,0,1,160.1,15.72
1285,30,18.97,0,1,160.13,15.81
1559,48,18.35,0,1,160.15,16.35
1788,28,19.25,0,1,160.22,15.58
706,30,18.15,0,1,160.22,16.53
717,37,18.22,0,1,160.22,16.47
153,34,18.28,1,0,160.23,16.41
5607,37,18.82,0,1,160.23,15.94
689,37,18.73,0,1,160.27,16.02
2095,30,18.98,0,1,160.3,15.81
450,32,18.02,0,1,160.3,16.65
649,44,18.8,0,1,160.33,15.96
5931,29,18.75,0,1,160.35,16.0
964,36,18.67,0,1,160.4,16.07
1706,33,19.48,0,1,160.42,15.4
1836,45,18.82,0,1,160.42,15.94
388,41,19.5,0,1,160.43,15.38
802,35,19.03,0,1,160.48,15.76
2216,28,19.52,0,1,160.48,15.37
1040,31,18.77,0,1,160.48,15.98
800,42,18.23,0,1,160.5,16.46
493,25,17.75,0,1,160.5,16.9
847,26,18.82,0,1,160.52,15.94
1420,42,19.02,0,1,160.52,15.77
389,44,17.65,0,1,160.52,17.0
3628,26,20.03,0,1,160.53,14.98
787,38,17.58,0,1,160.53,17.06
3843,33,19.68,0,1,160.53,15.24
630,25,17.42,0,1,160.53,17.22
442,31,18.63,0,1,160.55,16.1
2332,51,19.18,0,1,160.55,15.64
1196,34,16.95,0,1,160.57,17.7
4373,21,19.2,0,1,160.57,15.62
662,37,18.25,0,1,160.57,16.44
1878,37,18.93,0,1,160.58,15.85
161,38,18.7,1,0,160.62,16.04
1868,19,18.47,0,1,160.63,16.24
1453,30,18.4,0,1,160.65,16.3
1563,38,19.38,0,1,160.65,15.48
560,39,18.45,0,1,160.68,16.26
1691,38,18.72,0,1,160.7,16.03
1717,25,18.93,0,1,160.7,15.85
3117,36,19.62,0,1,160.7,15.29
734,32,18.57,0,1,160.72,16.16
511,42,18.08,0,1,160.73,16.59
1701,42,18.7,0,1,160.73,16.04
1640,30,19.27,0,1,160.75,15.57
1065,30,18.58,0,1,160.77,16.15
1561,25,19.1,0,1,160.78,15.71
1705,32,18.8,0,1,160.8,15.96
2382,22,18.43,0,1,160.8,16.28
856,28,18.9,0,1,160.82,15.87
1131,37,19.25,0,1,160.82,15.58
725,43,18.52,0,1,160.87,16.2
1085,31,18.57,0,1,160.87,16.16
663,31,18.88,0,1,160.88,15.89
873,22,18.35,0,1,160.88,16.35
3077,27,19.12,0,1,160.92,15.69
480,29,17.73,0,1,160.93,16.92
3348,27,19.23,0,1,160.97,15.6
3546,26,19.18,0,1,160.98,15.64
1357,30,18.92,0,1,160.98,15.86
607,38,17.68,0,1,161.0,16.97
2861,38,19.68,0,1,161.02,15.24
903,28,19.63,0,1,161.02,15.28
574,39,18.38,0,1,161.02,16.32
2976,28,19.6,0,1,161.05,15.31
1714,31,19.48,0,1,161.07,15.4
1168,46,19.07,0,1,161.07,15.73
2304,36,18.65,0,1,161.08,16.09
2485,44,19.45,0,1,161.08,15.42
1866,38,19.48,0,1,161.1,15.4
2460,33,18.97,0,1,161.12,15.81
2328,24,19.12,0,1,161.12,15.69
358,36,17.37,0,1,161.15,17.27
1743,39,18.92,0,1,161.18,15.86
