bib,age,5k_minutes,gender_F,gender_M,finish_minutes,avg_pace_to_5k
17003,36,22.07,1,0,203.45,13.59
10230,51,22.75,0,1,203.45,13.19
16798,30,24.48,1,0,203.47,12.25
17290,35,25.05,1,0,203.47,11.98
17806,40,24.67,1,0,203.47,12.16
12227,30,22.87,1,0,203.47,13.12
8217,43,20.68,0,1,203.47,14.51
11730,50,23.07,0,1,203.47,13.0
16625,32,24.63,1,0,203.47,12.18
10266,47,20.88,0,1,203.48,14.37
13041,57,23.93,0,1,203.48,12.54
10186,44,24.37,0,1,203.48,12.31
12300,49,23.75,0,1,203.48,12.63
8508,43,22.78,0,1,203.48,13.17
6623,31,21.08,0,1,203.5,14.23
10773,55,23.02,0,1,203.5,13.03
10764,48,23.68,0,1,203.5,12.67
14870,33,24.4,1,0,203.5,12.3
10975,50,23.35,0,1,203.5,12.85
15313,23,24.45,1,0,203.5,12.27
12865,45,23.37,0,1,203.5,12.84
12796,26,23.78,1,0,203.52,12.62
14976,48,24.95,1,0,203.52,12.02
17476,45,24.8,1,0,203.52,12.1
12488,52,23.05,0,1,203.52,13.02
11340,56,23.48,0,1,203.52,12.78
14265,37,23.6,1,0,203.52,12.71
10124,41,22.5,0,1,203.52,13.33
8842,42,21.32,0,1,203.53,14.07
12009,50,23.9,0,1,203.53,12.55
14342,22,24.05,1,0,203.53,12.47
11799,57,23.93,0,1,203.53,12.54
7677,58,21.95,0,1,203.53,13.67
13737,34,23.57,1,0,203.55,12.73
14354,39,22.97,1,0,203.55,13.06
16218,38,23.3,1,0,203.55,12.88
16802,44,23.98,1,0,203.55,12.51
19465,38,25.07,1,0,203.55,11.97
13148,39,23.53,1,0,203.55,12.75
8976,44,23.42,0,1,203.57,12.81
17382,30,23.42,1,0,203.57,12.81
18205,64,24.8,0,1,203.57,12.1
12515,28,23.87,1,0,203.57,12.57
6747,23,21.6,0,1,203.57,13.89
6135,25,23.13,0,1,203.57,12.97
18891,45,24.45,1,0,203.57,12.27
6940,42,23.65,0,1,203.58,12.68
13374,51,23.62,0,1,203.58,12.7
11958,46,23.75,0,1,203.58,12.63
17569,33,23.5,1,0,203.6,12.77
9786,43,24.52,1,0,203.6,12.23
14297,45,24.57,1,0,203.62,12.21
16127,31,23.75,1,0,203.62,12.63
22354,53,24.72,1,0,203.62,12.14
12223,54,23.52,0,1,203.62,12.76
11784,47,24.28,0,1,203.62,12.36
16888,34,23.6,1,0,203.63,12.71
15428,25,25.0,1,0,203.63,12.0
16487,35,21.93,1,0,203.63,13.68
13898,34,24.4,1,0,203.63,12.3
17932,57,23.37,0,1,203.63,12.84
17163,38,24.02,1,0,203.63,12.49
14758,53,23.75,0,1,203.63,12.63
6973,46,24.35,0,1,203.63,12.32
17870,60,23.43,1,0,203.63,12.8
17906,30,24.95,1,0,203.63,12.02
11635,35,23.37,1,0,203.65,12.84
9970,43,22.05,0,1,203.65,13.61
18239,52,24.27,1,0,203.65,12.36
8868,47,24.35,0,1,203.65,12.32
10162,52,23.67,0,1,203.65,12.67
19020,43,23.82,1,0,203.65,12.59
18104,37,24.45,1,0,203.65,12.27
9253,56,24.82,0,1,203.67,12.09
8757,52,22.55,0,1,203.67,13.3
9763,45,23.68,0,1,203.67,12.67
13015,50,23.52,0,1,203.67,12.76
14413,27,23.18,1,0,203.68,12.94
11637,52,23.73,0,1,203.68,12.64
11547,49,23.52,0,1,203.68,12.76
14328,36,23.0,1,0,203.68,13.04
5177,38,22.23,0,1,203.7,13.5
18482,39,24.83,1,0,203.7,12.08
9149,44,22.83,0,1,203.7,13.14
17080,46,24.05,1,0,203.7,12.47
15038,28,25.48,1,0,203.7,11.77
13449,45,23.97,1,0,203.7,12.52
15444,40,24.08,1,0,203.72,12.46
12892,52,23.32,0,1,203.72,12.86
18252,51,23.15,1,0,203.72,12.96
7716,42,22.92,1,0,203.72,13.09
15206,60,23.65,0,1,203.72,12.68
15058,50,25.22,0,1,203.72,11.9
18253,42,24.67,1,0,203.73,12.16
16628,50,23.77,1,0,203.73,12.62
13417,50,24.63,1,0,203.73,12.18
25286,47,25.2,0,1,203.75,11.9
13379,54,24.3,0,1,203.75,12.35
5878,35,22.1,0,1,203.75,13.57
13030,66,24.3,0,1,203.77,12.35
14211,55,23.68,0,1,203.77,12.67
5696,37,22.63,0,1,203.77,13.26
14303,51,23.45,0,1,203.77,12.79
14346,42,23.42,1,0,203.77,12.81
18720,43,21.78,1,0,203.77,13.77
13907,53,23.35,0,1,203.77,12.85
14059,35,23.73,1,0,203.78,12.64
7613,38,24.0,1,0,203.78,12.5
26909,42,24.98,0,1,203.78,12.01
18328,65,23.47,0,1,203.78,12.78
7633,42,23.27,1,0,203.78,12.89
8500,36,21.47,0,1,203.78,13.97
10723,50,25.25,0,1,203.78,11.88
19947,41,25.08,1,0,203.78,11.96
11913,54,24.08,0,1,203.78,12.46
18164,35,23.97,1,0,203.82,12.52
11653,35,23.52,1,0,203.82,12.76
13944,28,24.18,1,0,203.83,12.41
15599,32,24.18,1,0,203.83,12.41
13510,51,24.27,0,1,203.83,12.36
32040,29,23.25,0,1,203.83,12.9
10753,49,23.12,0,1,203.83,12.98
10221,51,22.68,0,1,203.83,13.23
13983,37,23.12,1,0,203.85,12.98
15494,39,23.92,1,0,203.85,12.54
11125,31,24.85,1,0,203.85,12.07
17207,32,24.65,1,0,203.87,12.17
15545,54,23.07,0,1,203.87,13.0
14318,28,23.83,1,0,203.87,12.59
16074,50,23.28,0,1,203.87,12.89
12098,59,23.57,0,1,203.87,12.73
17312,32,24.53,1,0,203.87,12.23
7258,46,21.55,0,1,203.87,13.92
16265,22,23.52,1,0,203.88,12.76
17647,37,24.85,1,0,203.88,12.07
14312,33,23.3,1,0,203.88,12.88
16555,44,24.4,1,0,203.9,12.3
15423,35,24.18,1,0,203.9,12.41
16385,58,23.63,1,0,203.9,12.7
13970,39,24.03,1,0,203.92,12.48
17704,64,23.67,0,1,203.92,12.67
15532,41,24.82,1,0,203.92,12.09
10362,38,22.3,1,0,203.93,13.45
11745,49,23.78,0,1,203.93,12.62
19951,46,23.03,1,0,203.93,13.03
9594,45,22.52,1,0,203.93,13.32
12953,58,24.02,0,1,203.93,12.49
10513,47,24.28,0,1,203.95,12.36
10734,49,25.03,0,1,203.95,11.99
15159,55,23.47,0,1,203.95,12.78
15680,38,23.57,1,0,203.95,12.73
18770,38,24.18,1,0,203.97,12.41
18692,57,23.87,0,1,203.97,12.57
17675,56,25.13,0,1,203.97,11.94
13989,55,23.08,0,1,203.97,13.0
9232,46,21.6,0,1,203.97,13.89
27443,45,24.9,0,1,203.97,12.05
15061,37,24.03,1,0,203.97,12.48
17424,42,24.58,1,0,203.98,12.21
14522,52,23.58,0,1,203.98,12.72
7425,39,23.25,0,1,203.98,12.9
14396,58,23.13,0,1,203.98,12.97
11519,35,23.23,1,0,204.0,12.91
4154,23,20.65,0,1,204.0,14.53
16648,29,23.13,1,0,204.0,12.97
6856,35,24.73,0,1,204.0,12.13
11026,41,24.1,1,0,204.0,12.45
13539,54,23.95,0,1,204.02,12.53
16396,42,24.72,1,0,204.02,12.14
11157,31,22.92,1,0,204.02,13.09
12194,46,24.72,1,0,204.02,12.14
11090,47,24.45,0,1,204.02,12.27
4835,32,24.72,0,1,204.02,12.14
10766,58,24.03,1,0,204.02,12.48
17462,25,24.15,1,0,204.02,12.42
12369,31,24.72,1,0,204.02,12.14
14134,53,23.03,0,1,204.03,13.03
10384,20,21.92,1,0,204.03,13.69
21902,54,24.6,1,0,204.05,12.2
11589,46,23.82,1,0,204.05,12.59
12707,46,22.43,0,1,204.05,13.37
22632,46,25.53,1,0,204.05,11.75
13136,49,23.3,0,1,204.05,12.88
14107,54,22.58,0,1,204.05,13.29
15398,37,23.87,1,0,204.05,12.57
4319,39,21.53,0,1,204.05,13.93
14544,60,23.97,0,1,204.05,12.52
11794,56,22.33,0,1,204.07,13.43
12949,52,23.67,0,1,204.07,12.67
15397,39,23.87,1,0,204.07,12.57
12152,51,23.35,0,1,204.07,12.85
15026,59,24.08,0,1,204.08,12.46
13208,45,23.88,0,1,204.08,12.56
29519,29,24.5,0,1,204.08,12.24
18953,36,23.85,1,0,204.08,12.58
17065,24,23.95,1,0,204.08,12.53
12810,53,22.92,0,1,204.08,13.09
11313,40,22.58,1,0,204.1,13.29
16238,56,22.62,1,0,204.1,13.26
14403,30,23.95,1,0,204.1,12.53
11382,51,23.25,0,1,204.1,12.9
11024,54,24.93,0,1,204.1,12.03
12036,50,23.37,0,1,204.1,12.84
14356,29,24.37,1,0,204.1,12.31
14833,30,24.3,1,0,204.12,12.35
9223,41,22.63,0,1,204.12,13.26
12376,49,23.92,0,1,204.12,12.54
10943,48,23.92,0,1,204.13,12.54
11949,48,23.32,0,1,204.13,12.86
13001,27,24.72,1,0,204.13,12.14
7497,35,22.83,0,1,204.13,13.14
16315,36,24.33,1,0,204.15,12.33
7070,36,23.58,0,1,204.15,12.72
14714,44,23.37,1,0,204.15,12.84
15414,55,23.52,0,1,204.15,12.76
15299,42,24.75,1,0,204.17,12.12
29848,38,24.58,0,1,204.17,12.21
11570,60,23.78,0,1,204.17,12.62
12569,36,23.43,1,0,204.17,12.8
10093,48,22.45,0,1,204.17,13.36
15151,23,23.28,1,0,204.17,12.89
16107,46,24.17,1,0,204.17,12.41
8861,47,25.03,0,1,204.18,11.99
4155,43,24.87,1,0,204.18,12.06
12441,29,24.4,1,0,204.18,12.3
4885,40,23.77,0,1,204.18,12.62
14628,30,23.75,1,0,204.18,12.63
32144,34,26.17,0,1,204.18,11.46
4462,37,23.98,0,1,204.2,12.51
14882,26,23.65,1,0,204.2,12.68
17465,32,24.93,1,0,204.2,12.03
5343,47,22.27,0,1,204.2,13.47
6186,46,24.52,0,1,204.22,12.23
15615,41,24.25,1,0,204.22,12.37
26723,37,22.95,0,1,204.22,13.07
14024,52,22.88,0,1,204.23,13.11
13211,63,22.33,0,1,204.23,13.43
9391,54,24.15,0,1,204.25,12.42
13552,47,24.13,0,1,204.25,12.43
13179,33,23.48,1,0,204.25,12.78
10759,30,22.35,1,0,204.25,13.42
12846,31,23.15,1,0,204.27,12.96
13067,39,23.58,1,0,204.27,12.72
6810,41,22.15,0,1,204.27,13.54
17100,30,23.43,1,0,204.27,12.8
14752,54,24.27,0,1,204.28,12.36
24666,21,23.95,1,0,204.28,12.53
15219,59,23.48,0,1,204.28,12.78
13669,31,23.53,1,0,204.28,12.75
16660,40,23.85,1,0,204.28,12.58
15621,29,23.93,1,0,204.28,12.54
4875,38,20.63,0,1,204.28,14.54
11736,29,23.17,1,0,204.28,12.95
16537,37,24.9,1,0,204.3,12.05
17935,26,24.53,1,0,204.3,12.23
10386,41,22.98,1,0,204.3,13.05
16600,28,23.02,1,0,204.3,13.03
17022,43,24.8,1,0,204.3,12.1
17936,30,24.53,1,0,204.3,12.23
10135,40,23.05,0,1,204.3,13.02
18202,55,23.15,0,1,204.32,12.96
11844,57,24.15,1,0,204.32,12.42
13173,24,23.38,1,0,204.32,12.83
13481,48,23.97,0,1,204.32,12.52
13231,50,24.1,0,1,204.32,12.45
18850,45,23.78,1,0,204.32,12.62
18084,37,23.82,1,0,204.32,12.59
29711,32,25.63,0,1,204.32,11.71
12077,54,23.55,0,1,204.33,12.74
18524,59,23.77,0,1,204.33,12.62
13473,49,22.55,0,1,204.33,13.3
13553,49,24.12,0,1,204.33,12.44
14661,48,24.0,1,0,204.33,12.5
17133,42,24.25,1,0,204.33,12.37
4032,35,21.53,1,0,204.35,13.93
11006,59,23.23,0,1,204.35,12.91
11780,45,23.83,1,0,204.35,12.59
18488,43,24.3,1,0,204.35,12.35
17441,38,23.73,1,0,204.37,12.64
14141,52,23.47,0,1,204.37,12.78
12477,48,24.12,0,1,204.37,12.44
16656,23,23.37,1,0,204.37,12.84
14290,44,23.6,1,0,204.37,12.71
14094,36,23.77,1,0,204.38,12.62
25877,40,24.37,0,1,204.38,12.31
17937,29,24.55,1,0,204.38,12.22
14772,29,24.0,1,0,204.4,12.5
17213,39,23.82,1,0,204.4,12.59
15511,32,23.77,1,0,204.4,12.62
6067,38,22.95,0,1,204.4,13.07
13688,46,22.75,0,1,204.42,13.19
13175,52,24.15,0,1,204.42,12.42
10745,38,23.5,1,0,204.42,12.77
19552,43,24.83,1,0,204.42,12.08
26265,42,25.23,0,1,204.42,11.89
11933,48,23.92,0,1,204.43,12.54
14723,57,24.1,0,1,204.43,12.45
12081,52,23.3,1,0,204.43,12.88
12774,41,23.45,1,0,204.43,12.79
13756,60,23.67,0,1,204.43,12.67
8932,41,23.62,0,1,204.45,12.7
11562,49,24.43,0,1,204.45,12.28
10970,52,23.13,0,1,204.45,12.97
17897,28,24.05,1,0,204.45,12.47
14861,57,23.53,0,1,204.45,12.75
5018,48,24.43,0,1,204.45,12.28
16027,56,24.23,0,1,204.45,12.38
12890,31,23.57,1,0,204.45,12.73
9214,53,23.38,0,1,204.45,12.83
10110,43,22.78,0,1,204.47,13.17
25279,24,23.63,1,0,204.47,12.7
11266,49,22.9,0,1,204.48,13.1
18219,33,24.78,1,0,204.48,12.11
9833,34,23.67,1,0,204.48,12.67
10909,32,23.7,1,0,204.48,12.66
20268,45,24.28,1,0,204.5,12.36
16078,38,23.58,1,0,204.5,12.72
15319,44,24.18,1,0,204.5,12.41
17309,56,24.35,0,1,204.5,12.32
14268,54,23.92,0,1,204.52,12.54
25868,24,23.43,1,0,204.52,12.8
15139,37,24.98,1,0,204.52,12.01
14324,50,24.48,0,1,204.53,12.25
17308,62,23.95,0,1,204.53,12.53
16495,58,23.87,1,0,204.53,12.57
11778,61,23.03,1,0,204.53,13.03
18727,40,23.95,1,0,204.53,12.53
13306,48,23.22,1,0,204.53,12.92
9758,33,23.2,1,0,204.55,12.93
17238,28,24.07,1,0,204.55,12.46
20210,70,23.55,0,1,204.55,12.74
17199,37,22.87,1,0,204.55,13.12
11830,45,23.9,1,0,204.55,12.55
9260,41,21.42,0,1,204.55,14.01
16436,65,24.6,0,1,204.55,12.2
13492,46,24.23,0,1,204.57,12.38
16885,36,23.68,1,0,204.57,12.67
10381,46,23.47,0,1,204.58,12.78
8110,39,24.75,0,1,204.6,12.12
8698,37,21.47,1,0,204.6,13.97
11893,32,23.67,1,0,204.6,12.67
31416,33,24.33,1,0,204.6,12.33
7712,39,23.47,1,0,204.6,12.78
12935,49,24.35,0,1,204.62,12.32
7554,42,23.67,1,0,204.62,12.67
16692,56,23.67,0,1,204.62,12.67
11542,50,22.78,0,1,204.62,13.17
17504,41,23.78,1,0,204.63,12.62
7676,55,23.23,0,1,204.63,12.91
11182,46,24.1,0,1,204.63,12.45
8433,39,21.35,1,0,204.63,14.05
14377,51,23.25,0,1,204.65,12.9
16684,28,23.93,1,0,204.65,12.54
14188,37,23.63,1,0,204.65,12.7
14079,51,23.37,0,1,204.65,12.84
7632,63,22.8,0,1,204.65,13.16
18290,37,25.32,1,0,204.65,11.85
11601,47,23.9,0,1,204.67,12.55
18226,19,24.58,1,0,204.68,12.21
17372,34,24.17,1,0,204.68,12.41
15489,33,23.85,1,0,204.68,12.58
12236,51,23.53,0,1,204.68,12.75
9756,38,24.85,1,0,204.68,12.07
6882,40,21.7,0,1,204.68,13.82
18178,35,25.07,1,0,204.68,11.97
26372,24,24.82,0,1,204.68,12.09
31349,36,22.9,0,1,204.68,13.1
8021,40,23.28,0,1,204.7,12.89
15569,35,23.42,1,0,204.7,12.81
11636,53,23.58,0,1,204.7,12.72
13775,44,24.08,1,0,204.7,12.46
15681,32,24.05,1,0,204.7,12.47
15591,44,22.95,1,0,204.72,13.07
9028,59,21.92,0,1,204.72,13.69
16256,29,24.87,1,0,204.72,12.06
5151,29,20.82,0,1,204.73,14.41
30479,35,20.65,0,1,204.73,14.53
15143,50,24.47,0,1,204.73,12.26
3764,27,20.83,0,1,204.75,14.4
9583,43,23.48,0,1,204.75,12.78
8202,47,21.78,0,1,204.75,13.77
11166,60,22.7,0,1,204.75,13.22
11667,52,23.55,0,1,204.75,12.74
17536,35,23.57,1,0,204.75,12.73
14205,24,24.27,1,0,204.77,12.36
13672,56,23.28,0,1,204.77,12.89
12679,52,23.87,0,1,204.77,12.57
9222,47,23.38,0,1,204.77,12.83
13477,49,23.72,0,1,204.77,12.65
20907,66,24.05,0,1,204.78,12.47
12187,48,22.17,0,1,204.78,13.53
12510,48,23.32,0,1,204.78,12.86
11301,60,23.17,0,1,204.78,12.95
11116,47,23.0,0,1,204.8,13.04
15052,22,23.02,1,0,204.8,13.03
17007,33,24.58,1,0,204.82,12.21
17791,30,24.42,1,0,204.82,12.29
13164,52,23.35,0,1,204.83,12.85
14974,54,24.75,0,1,204.83,12.12
27693,35,23.98,0,1,204.85,12.51
14067,53,23.87,0,1,204.85,12.57
6634,22,24.42,0,1,204.85,12.29
15153,40,23.58,1,0,204.85,12.72
2747,38,22.55,0,1,204.85,13.3
14959,40,24.22,1,0,204.85,12.39
8642,44,23.5,0,1,204.85,12.77
13506,48,24.43,0,1,204.87,12.28
16819,28,23.4,1,0,204.87,12.82
17894,32,25.37,1,0,204.87,11.82
10964,51,22.82,0,1,204.88,13.15
12392,46,23.92,0,1,204.88,12.54
16906,37,24.23,1,0,204.88,12.38
12871,55,24.3,0,1,204.88,12.35
5149,28,21.77,0,1,204.88,13.78
14646,29,23.98,1,0,204.88,12.51
7080,55,22.45,0,1,204.88,13.36
15307,52,24.92,0,1,204.88,12.04
19096,49,23.3,1,0,204.9,12.88
18675,48,25.22,1,0,204.9,11.9
17093,55,23.77,0,1,204.9,12.62
10927,50,23.38,0,1,204.9,12.83
10120,52,22.13,0,1,204.9,13.56
15231,27,23.73,1,0,204.9,12.64
26619,54,26.03,0,1,204.9,11.53
13154,55,24.27,0,1,204.92,12.36
18696,48,25.35,1,0,204.92,11.83
3538,63,21.18,0,1,204.93,14.16
16322,30,23.82,1,0,204.93,12.59
10806,46,22.82,0,1,204.95,13.15
15128,34,23.9,1,0,204.95,12.55
15546,55,22.53,1,0,204.95,13.32
15167,26,24.17,1,0,204.95,12.41
9799,60,23.22,0,1,204.95,12.92
16438,36,24.0,1,0,204.95,12.5
10429,49,22.85,0,1,204.95,13.13
26254,40,23.6,0,1,204.97,12.71
19679,65,24.95,0,1,204.97,12.02
14678,38,24.08,1,0,204.97,12.46
17412,48,24.23,1,0,204.97,12.38
14298,46,24.42,1,0,204.98,12.29
17724,64,24.38,0,1,204.98,12.31
22529,56,24.67,1,0,204.98,12.16
8560,62,20.82,0,1,204.98,14.41
18426,42,23.78,1,0,204.98,12.62
29707,25,25.78,0,1,204.98,11.64
10907,47,22.77,0,1,204.98,13.18
13662,46,24.17,0,1,205.0,12.41
6109,53,21.22,0,1,205.0,14.14
16535,46,23.92,1,0,205.0,12.54
25597,28,24.48,1,0,205.0,12.25
16252,56,24.63,0,1,205.02,12.18
12425,51,23.42,0,1,205.02,12.81
10770,47,22.03,0,1,205.02,13.62
12835,22,25.77,1,0,205.02,11.64
13899,51,24.63,0,1,205.02,12.18
10636,49,22.22,0,1,205.02,13.5
19130,58,24.15,0,1,205.03,12.42
11759,46,22.73,0,1,205.03,13.2
14746,27,24.13,1,0,205.03,12.43
16674,29,24.5,1,0,205.03,12.24
16637,43,23.37,1,0,205.03,12.84
10495,38,22.9,1,0,205.03,13.1
14317,30,23.52,1,0,205.03,12.76
12669,52,23.93,0,1,205.03,12.54
8559,38,24.48,0,1,205.03,12.25
11587,50,23.37,0,1,205.03,12.84
14917,28,24.28,1,0,205.05,12.36
11943,46,23.37,1,0,205.05,12.84
17931,43,24.13,1,0,205.05,12.43
15019,47,24.83,1,0,205.05,12.08
17052,33,24.32,1,0,205.07,12.34
10831,56,22.97,0,1,205.07,13.06
10369,28,22.72,1,0,205.07,13.2
11559,47,22.33,0,1,205.07,13.43
10748,41,22.45,1,0,205.08,13.36
14949,37,24.05,1,0,205.08,12.47
17394,47,24.0,1,0,205.08,12.5
18832,40,24.77,1,0,205.08,12.11
14780,32,23.85,1,0,205.08,12.58
18606,66,24.53,0,1,205.08,12.23
17187,24,24.98,1,0,205.1,12.01
8396,42,21.83,0,1,205.1,13.74
11277,52,22.68,0,1,205.1,13.23
9724,43,23.25,0,1,205.1,12.9
17239,26,24.7,1,0,205.1,12.15
18857,46,25.15,1,0,205.1,11.93
16024,49,22.7,1,0,205.1,13.22
18331,39,23.88,1,0,205.12,12.56
15361,56,23.25,0,1,205.12,12.9
12682,36,23.17,1,0,205.12,12.95
11144,46,23.15,0,1,205.12,12.96
18135,33,24.5,1,0,205.13,12.24
20267,46,25.23,1,0,205.13,11.89
16864,48,23.92,1,0,205.13,12.54
18089,46,24.43,1,0,205.13,12.28
16395,28,22.9,1,0,205.13,13.1
13731,48,23.62,1,0,205.13,12.7
11553,30,23.52,1,0,205.15,12.76
20510,41,24.92,1,0,205.15,12.04
8587,35,23.25,0,1,205.15,12.9
13766,52,24.78,0,1,205.15,12.11
18702,38,25.17,1,0,205.15,11.92
18059,27,25.45,1,0,205.17,11.79
15612,52,23.48,0,1,205.17,12.78
17129,32,24.32,1,0,205.17,12.34
27243,28,23.17,0,1,205.17,12.95
15245,46,24.85,1,0,205.17,12.07
10967,45,22.88,0,1,205.18,13.11
12986,39,23.68,1,0,205.18,12.67
16095,34,23.82,1,0,205.18,12.59
11411,54,23.75,0,1,205.18,12.63
16082,59,23.23,0,1,205.18,12.91
16088,43,24.02,1,0,205.18,12.49
16955,24,24.5,1,0,205.18,12.24
13361,49,23.53,0,1,205.18,12.75
11878,59,23.77,0,1,205.2,12.62
9476,28,22.57,1,0,205.2,13.29
17486,63,24.03,0,1,205.2,12.48
292,26,23.63,0,1,205.2,12.7
10263,56,22.75,0,1,205.2,13.19
6720,39,25.45,0,1,205.2,11.79
12408,34,21.9,1,0,205.22,13.7
17612,43,22.67,1,0,205.22,13.23
11684,47,23.45,0,1,205.22,12.79
11335,46,23.45,0,1,205.22,12.79
17444,41,22.9,1,0,205.22,13.1
10944,38,23.38,1,0,205.22,12.83
11841,46,23.3,0,1,205.22,12.88
17934,33,24.73,1,0,205.23,12.13
29951,34,23.87,0,1,205.23,12.57
11021,46,22.75,0,1,205.23,13.19
20624,40,25.6,1,0,205.23,11.72
16564,47,22.53,1,0,205.23,13.32
10218,45,24.3,0,1,205.23,12.35
14960,36,24.1,1,0,205.23,12.45
17014,34,24.15,1,0,205.23,12.42
6246,51,21.97,0,1,205.23,13.65
17892,38,24.58,1,0,205.25,12.21
8989,60,23.58,0,1,205.25,12.72
27491,39,23.23,0,1,205.25,12.91
5610,25,22.75,0,1,205.25,13.19
10331,48,22.57,0,1,205.27,13.29
15007,37,24.2,1,0,205.27,12.4
9902,44,22.55,0,1,205.27,13.3
10031,39,23.82,1,0,205.27,12.59
14234,37,24.67,1,0,205.27,12.16
15025,42,23.52,1,0,205.27,12.76
7680,59,23.97,1,0,205.28,12.52
14537,50,24.62,0,1,205.28,12.19
13858,51,23.17,1,0,205.28,12.95
17182,36,24.6,1,0,205.28,12.2
17048,44,23.5,1,0,205.28,12.77
15517,34,24.13,1,0,205.3,12.43
14777,41,23.13,1,0,205.3,12.97
17620,47,23.35,1,0,205.3,12.85
31501,40,25.37,0,1,205.3,11.82
13689,47,24.48,0,1,205.3,12.25
15355,30,23.78,1,0,205.3,12.62
2795,26,20.07,0,1,205.3,14.95
13818,48,23.7,0,1,205.32,12.66
9983,52,21.3,0,1,205.32,14.08
19794,49,25.03,1,0,205.32,11.99
13844,34,23.43,1,0,205.32,12.8
12559,36,24.05,1,0,205.32,12.47
13422,49,23.03,0,1,205.32,13.03
17457,58,24.25,0,1,205.32,12.37
16857,42,24.75,1,0,205.32,12.12
10190,51,23.87,0,1,205.32,12.57
12884,49,24.48,0,1,205.33,12.25
17782,23,23.85,1,0,205.33,12.58
11815,56,22.58,0,1,205.33,13.29
14506,55,23.85,0,1,205.35,12.58
4735,42,21.07,0,1,205.37,14.24
15247,29,24.18,1,0,205.37,12.41
4668,30,21.03,0,1,205.37,14.27
10781,34,22.73,1,0,205.37,13.2
12526,47,23.97,1,0,205.38,12.52
12503,45,23.55,0,1,205.38,12.74
12672,49,24.38,0,1,205.4,12.31
4938,22,20.88,0,1,205.4,14.37
13833,32,24.3,1,0,205.4,12.35
10100,40,22.47,0,1,205.4,13.35
19190,46,24.47,1,0,205.4,12.26
19434,36,24.52,1,0,205.4,12.23
18308,66,24.77,0,1,205.42,12.11
17383,29,24.5,1,0,205.42,12.24
13682,50,24.15,0,1,205.42,12.42
16707,31,22.0,1,0,205.42,13.64
17226,35,23.97,1,0,205.42,12.52
13885,30,23.55,1,0,205.42,12.74
20321,40,25.33,1,0,205.42,11.84
12651,50,24.23,0,1,205.42,12.38
7443,41,22.2,0,1,205.42,13.51
15298,40,23.85,1,0,205.43,12.58
9277,42,22.52,0,1,205.43,13.32
12402,46,23.98,0,1,205.43,12.51
18363,59,24.92,0,1,205.43,12.04
16910,28,24.15,1,0,205.45,12.42
17580,28,24.32,1,0,205.45,12.34
17856,55,23.3,0,1,205.45,12.88
14670,44,23.92,1,0,205.45,12.54
10318,45,24.37,0,1,205.47,12.31
11848,46,23.73,0,1,205.47,12.64
17593,50,24.45,1,0,205.47,12.27
16400,32,24.02,1,0,205.47,12.49
31352,46,24.55,1,0,205.47,12.22
14399,26,24.63,1,0,205.47,12.18
16771,44,24.17,1,0,205.47,12.41
1261,40,24.97,0,1,205.48,12.01
16043,55,25.23,0,1,205.48,11.89
13054,28,24.98,1,0,205.48,12.01
8334,41,23.37,0,1,205.48,12.84
16624,29,23.0,1,0,205.48,13.04
14724,57,24.13,0,1,205.5,12.43
9886,43,23.35,0,1,205.5,12.85
16738,41,23.98,1,0,205.5,12.51
7702,59,23.83,0,1,205.5,12.59
15509,28,24.3,1,0,205.5,12.35
29638,35,25.12,1,0,205.5,11.94
6305,32,22.28,0,1,205.52,13.46
12182,61,23.43,0,1,205.52,12.8
24580,23,24.77,0,1,205.52,12.11
12617,56,23.85,0,1,205.52,12.58
11030,55,21.87,0,1,205.52,13.72
16484,27,23.15,1,0,205.52,12.96
14360,34,23.12,1,0,205.53,12.98
13711,52,23.3,0,1,205.53,12.88
26695,24,24.92,0,1,205.53,12.04
6887,36,22.9,0,1,205.53,13.1
16731,40,24.03,1,0,205.53,12.48
11726,43,23.82,1,0,205.53,12.59
6453,37,25.37,1,0,205.53,11.82
10966,47,22.88,0,1,205.55,13.11
13946,50,23.88,0,1,205.55,12.56
14074,40,23.57,1,0,205.55,12.73
18344,38,24.3,1,0,205.57,12.35
18029,25,24.37,1,0,205.57,12.31
14191,54,24.15,0,1,205.57,12.42
10790,36,22.43,1,0,205.57,13.37
15436,51,23.33,0,1,205.57,12.86
14157,48,24.45,1,0,205.57,12.27
16790,36,23.58,1,0,205.57,12.72
15401,51,24.12,0,1,205.6,12.44
13912,50,24.87,1,0,205.6,12.06
20485,62,25.2,0,1,205.6,11.9
4821,27,23.3,0,1,205.6,12.88
17756,48,22.57,1,0,205.6,13.29
18382,41,26.38,1,0,205.6,11.37
18052,38,26.15,1,0,205.6,11.47
16968,33,24.07,1,0,205.62,12.46
17547,30,24.47,1,0,205.62,12.26
14343,24,23.43,1,0,205.62,12.8
10568,46,23.27,0,1,205.62,12.89
15135,50,23.53,0,1,205.62,12.75
12624,48,22.85,0,1,205.62,13.13
13200,38,24.33,1,0,205.63,12.33
16458,63,23.98,0,1,205.63,12.51
17064,34,24.52,1,0,205.65,12.23
14015,60,23.28,0,1,205.65,12.89
11439,51,24.05,0,1,205.65,12.47
13532,48,23.35,0,1,205.65,12.85
16926,28,24.45,1,0,205.65,12.27
13182,53,24.63,0,1,205.67,12.18
17829,44,23.82,1,0,205.67,12.59
